OCCURRENCE_YEAR,OCCURRENCE_DATE,REPORTED_DATE,BiasMotivation,PRIMARY_OFFENCE,NEIGHBOURHOOD_140,ARREST_MADE
2022,2022-06-17,2022-06-20,Race/Ethnicity,Mischief Under $5000,Bedford Park-Nortown (39),NO
2022,2022-06-17,2022-06-18,Race/Ethnicity,Mischief Under $5000,Banbury-Don Mills (42),NO
2022,2022-06-17,2022-06-17,Gender,Murder,Islington-City Centre West (14),YES
2022,2022-06-20,2022-06-20,Race/Ethnicity,Mischief Under $5000,Woburn (137),NO
2022,2022-06-20,2022-06-20,Race/Ethnicity,Assault,Stonegate-Queensway (16),NO
2022,2022-06-22,2022-06-22,Ethnicity,Assault,Tam O'Shanter-Sullivan (118),YES
2022,2022-06-22,2022-06-22,Race/Ethnicity,Assault,Church-Yonge Corridor (75),YES
2022,2022-06-24,2022-08-12,Race/Ethnicity,Mischief Under $5000,South Riverdale (70),NO
2022,2022-06-24,2022-06-24,Religion,Mischief Under $5000,Church-Yonge Corridor (75),NO
2022,2022-06-24,2022-06-24,Sexual Orientation,Assault With a Weapon,Cabbagetown-South St.James Town (71),NO
2022,2022-06-26,2022-06-26,Gender,Assault,Church-Yonge Corridor (75),YES
2022,2022-06-29,2022-07-11,Race/Ethnicity,Assault,Bay Street Corridor (76),NO
2022,2022-06-30,2022-07-04,Religion,Mischief Under $5000,York University Heights (27),YES
2022,2022-06-30,2022-08-02,Race/Ethnicity,Mischief Under $5000,Bendale (127),NO
2022,2022-06-30,2022-07-02,Religion,Mischief Under $5000,York University Heights (27),YES
2022,2022-07-01,2022-07-05,Sexual Orientation,Harassing Communications,Danforth (66),NO
2022,2022-07-01,2022-07-01,Race/Ethnicity,Mischief Under $5000,Yorkdale-Glen Park (31),NO
2022,2022-07-02,2022-07-02,Race/Ethnicity,Mischief Under $5000,Church-Yonge Corridor (75),NO
2022,2022-07-09,2022-07-13,Race/Ethnicity,Mischief Under $5000,Willowdale East (51),NO
2022,2022-07-10,2022-07-10,Sexual Orientation,Assault With a Weapon,Moss Park (73),NO
2022,2022-07-10,2022-07-10,Religion,Mischief Under $5000,Willowdale East (51),NO
2022,2022-07-10,2022-07-11,Race/Ethnicity,Mischief Under $5000,Willowdale East (51),NO
2022,2022-07-13,2022-07-13,Religion,Mischief Under $5000,Kensington-Chinatown (78),YES
2022,2022-07-14,2022-07-14,Race/Ethnicity,Mischief Under $5000,Willowdale East (51),NO
2022,2022-07-15,2022-07-15,Race/Ethnicity,Mischief Under $5000,Clairlea-Birchmount (120),NO
2022,2022-07-19,2022-07-19,Language,Assault With a Weapon,Yonge-Eglinton (100),NO
2022,2022-07-19,2022-07-19,Race/Ethnicity,Assault,Bendale (127),YES
2022,2022-07-21,2022-07-21,Sexual Orientation,Assault,Dovercourt-Wallace Emerson-Junction (93),NO
2022,2022-07-28,2022-07-28,Race/Ethnicity,Mischief Under $5000,Willowdale East (51),NO
2022,2022-07-30,2022-07-30,Ethnicity,Assault,Trinity-Bellwoods (81),NO
2022,2022-07-30,2022-07-30,Religion,Mischief Under $5000,Banbury-Don Mills (42),NO
2022,2022-08-10,2022-08-10,Sexual Orientation,Uttering Threats - Bodily Harm,York University Heights (27),YES
2022,2022-08-12,2022-08-17,Religion,Mischief Under $5000,Clairlea-Birchmount (120),NO
2022,2022-08-12,2022-08-12,Race/Ethnicity,Mischief Under $5000,Willowdale East (51),NO
2022,2022-08-13,2022-08-13,Sexual Orientation,Criminal Harassment,Woodbine Corridor (64),NO
2022,2022-08-15,2022-08-18,Race/Ethnicity,Mischief Under $5000,Taylor-Massey (61),NO
2022,2022-08-16,2022-09-26,Religion,Mischief Under $5000,University (79),NO
2022,2022-08-17,2022-08-18,Religion,Mischief Under $5000,Annex (95),NO
2022,2022-08-19,2022-08-19,Religion,"Mischief To Religious Property, Educational Institutions, Etc.",Bayview Village (52),NO
2022,2022-08-20,2022-08-25,Ethnicity,Mischief Interfere With Property,The Beaches (63),NO
2022,2022-08-27,2022-08-28,Sexual Orientation,Assault,Church-Yonge Corridor (75),YES
2022,2022-08-27,2022-08-27,Race/Ethnicity,Assault,Church-Yonge Corridor (75),NO
2022,2022-08-28,2022-09-01,Race/Ethnicity,Assault,Islington-City Centre West (14),NO
2022,2022-08-29,2022-08-30,Religion,Mischief Under $5000,Bendale (127),NO
2022,2022-09-01,2022-09-01,Race/Ethnicity,Assault,Church-Yonge Corridor (75),YES
2022,2022-09-02,2022-09-21,Religion,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2022,2022-09-07,2022-09-10,Race/Ethnicity,Mischief Under $5000,Dorset Park (126),NO
2022,2022-09-07,2022-09-07,Race/Ethnicity,Assault,Woburn (137),YES
2022,2022-09-07,2022-09-14,Sexual Orientation,Mischief Under $5000,Greenwood-Coxwell (65),NO
2022,2022-09-08,2022-09-08,Race/Ethnicity,Mischief Under $5000,Bay Street Corridor (76),NO
2022,2022-09-10,2022-09-13,Sexual Orientation,Assault,The Beaches (63),NO
2022,2022-09-13,2022-09-13,Sexual Orientation,Assault,Mount Pleasant West (104),NO
2022,2022-09-15,2022-09-15,Religion,Uttering Threats - Bodily Harm,Kennedy Park (124),NO
2022,2022-09-16,2022-09-16,Religion,Mischief Under $5000,NSA,NO
2022,2022-09-17,2022-09-17,Gender,Assault With a Weapon,North St.James Town (74),NO
2022,2022-09-20,2022-09-20,Sexual Orientation,Mischief Interfere With Property,Greenwood-Coxwell (65),NO
2022,2022-09-20,2022-09-27,Sexual Orientation,Assault,Wexford/Maryvale (119),YES
2022,2022-09-22,2022-09-22,Race/Ethnicity,Assault,Church-Yonge Corridor (75),YES
2022,2022-09-23,2022-09-28,Religion,Mischief Interfere With Property,Downsview-Roding-CFB (26),NO
2022,2022-09-23,2022-09-23,Ethnicity,Assault With a Weapon,Annex (95),NO
2022,2022-09-24,2022-09-24,Religion,Assault,Waterfront Communities-The Island (77),YES
2022,2022-09-26,2022-09-26,Gender,Assault,Church-Yonge Corridor (75),NO
2022,2022-09-30,2022-10-03,Religion,Mischief Under $5000,Victoria Village (43),NO
2022,2022-09-30,2022-09-30,Religion,Harassing Communications,Bedford Park-Nortown (39),NO
2022,2022-09-30,2022-09-30,Gender,Assault,Annex (95),YES
2022,2022-10-01,2023-07-12,Gender,Uttering Threats - Bodily Harm,Downsview-Roding-CFB (26),NO
2022,2022-10-03,2022-10-03,Race/Ethnicity,Uttering Threats - Bodily Harm,Princess-Rosethorn (10),NO
2022,2022-10-07,2022-10-07,Religion,Mischief Under $5000,University (79),NO
2022,2022-10-09,2022-10-09,Race/Ethnicity,Uttering Threats - Bodily Harm,East End-Danforth (62),NO
2022,2022-10-12,2022-10-12,Ethnicity,Uttering Threats - Bodily Harm,Malvern (132),NO
2022,2022-10-12,2022-10-12,Religion,Mischief Under $5000,Yonge-St.Clair (97),NO
2022,2022-10-13,2022-10-21,Religion,Mischief Interfere With Property,Annex (95),NO
2022,2022-10-17,2022-10-18,Religion,Mischief Under $5000,Trinity-Bellwoods (81),YES
2022,2022-10-18,2022-10-18,Religion,Mischief Under $5000,The Beaches (63),NO
2022,2022-10-19,2022-10-19,Race/Ethnicity,Uttering Threats - Bodily Harm,Moss Park (73),NO
2022,2022-10-20,2022-10-20,Religion,Mischief Under $5000,Annex (95),NO
2022,2022-10-22,2022-10-22,Ethnicity,Mischief Under $5000,Mimico (includes Humber Bay Shores) (17),NO
2022,2022-10-22,2022-10-23,Ethnicity,Assault,East End-Danforth (62),NO
2022,2022-10-22,2022-10-23,Sexual Orientation,Mischief Under $5000,Taylor-Massey (61),NO
2022,2022-10-23,2022-10-24,Race/Ethnicity,Mischief Under $5000,Edenbridge-Humber Valley (9),NO
2022,2022-10-24,2022-10-25,Religion,Mischief Under $5000,Cabbagetown-South St.James Town (71),NO
2022,2022-10-24,2022-10-24,Race/Ethnicity,Assault,University (79),NO
2022,2022-10-26,2022-10-26,Religion,Assault,Clanton Park (33),YES
2022,2022-10-30,2022-10-30,Ethnicity,Assault,NSA,NO
2022,2022-10-31,2022-10-31,Race/Ethnicity,Uttering Threats - Bodily Harm,Church-Yonge Corridor (75),YES
2022,2022-10-31,2022-10-31,Race/Ethnicity,Assault,Moss Park (73),YES
2022,2022-10-31,2022-10-31,Gender,Criminal Harassment,Regent Park (72),YES
2022,2022-11-01,2022-11-01,Race/Ethnicity,Mischief Under $5000,South Riverdale (70),YES
2022,2022-11-03,2022-11-09,Religion,"Mischief To Religious Property, Educational Institutions, Etc.",Wychwood (94),NO
2022,2022-11-03,2022-12-06,Race/Ethnicity,Mischief Under $5000,Edenbridge-Humber Valley (9),NO
2022,2022-11-05,2022-11-05,Religion,Mischief Under $5000,Trinity-Bellwoods (81),NO
2022,2022-11-06,2022-11-06,Race/Ethnicity,Mischief Under $5000,Maple Leaf (29),NO
2022,2022-11-07,2022-11-07,Religion,Mischief Under $5000,Dovercourt-Wallace Emerson-Junction (93),NO
2022,2022-11-07,2022-11-07,Sexual Orientation,Criminal Harassment,Moss Park (73),NO
2022,2022-11-09,2022-11-09,Gender,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2022,2022-11-11,2022-11-18,Sexual Orientation,Mischief Under $5000,Greenwood-Coxwell (65),NO
2022,2022-11-12,2022-11-13,Sexual Orientation,Mischief Under $5000,Don Valley Village (47),NO
2022,2022-11-13,2022-12-11,Race/Ethnicity,Criminal Harassment,Bay Street Corridor (76),YES
2022,2022-11-13,2022-11-13,Race/Ethnicity,Uttering Threats - Bodily Harm,Church-Yonge Corridor (75),YES
2022,2022-11-14,2022-11-14,Race/Ethnicity,Assault With a Weapon,Danforth (66),YES
2022,2022-11-16,2022-11-16,Race/Ethnicity,Assault,Bay Street Corridor (76),NO
2022,2022-11-23,2022-11-24,Race/Ethnicity,Assault,Waterfront Communities-The Island (77),YES
2022,2022-11-24,2022-11-24,Race/Ethnicity,Mischief Interfere With Property,Waterfront Communities-The Island (77),NO
2022,2022-11-27,2022-11-27,Sexual Orientation,Mischief Under $5000,East End-Danforth (62),NO
2022,2022-11-28,2022-11-29,Religion,Mischief Under $5000,Dovercourt-Wallace Emerson-Junction (93),NO
2022,2022-12-01,2022-12-01,Race/Ethnicity,Uttering Threats - Bodily Harm,North Riverdale (68),YES
2022,2022-12-04,2022-12-04,Race/Ethnicity,Assault,Moss Park (73),NO
2022,2022-12-05,2022-12-05,Religion,Robbery,Birchcliffe-Cliffside (122),YES
2022,2022-12-06,2022-12-07,Sexual Orientation,Mischief Under $5000,Don Valley Village (47),NO
2022,2022-12-09,2022-12-15,Religion,"Mischief To Religious Property, Educational Institutions, Etc.",University (79),NO
2022,2022-12-09,2022-12-09,Religion,Mischief Under $5000,Morningside (135),NO
2022,2022-12-11,2022-12-11,Race/Ethnicity,Assault With a Weapon,Bay Street Corridor (76),NO
2022,2022-12-12,2022-12-12,Religion,Mischief Under $5000,York University Heights (27),NO
2022,2022-12-16,2022-12-16,Religion,Uttering Threats - Bodily Harm,Annex (95),NO
2022,2022-12-20,2022-12-20,Race/Ethnicity,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2022,2022-12-21,2022-12-22,Race/Ethnicity,Mischief Under $5000,High Park North (88),NO
2022,2022-12-21,2022-12-23,Sexual Orientation,Mischief Under $5000,Church-Yonge Corridor (75),NO
2022,2022-12-22,2022-12-22,Religion,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2022,2022-12-23,2022-12-28,Religion,Harassing Communications,Waterfront Communities-The Island (77),YES
2022,2022-12-23,2023-01-05,Religion,Mischief Under $5000,York University Heights (27),NO
2022,2022-12-25,2022-12-25,Religion,Harassing Communications,Bedford Park-Nortown (39),NO
2022,2022-12-26,2023-01-16,Gender,Uttering Threats - Bodily Harm,Bay Street Corridor (76),YES
2022,2022-12-28,2022-12-28,Ethnicity,Assault,Bayview Village (52),YES
2022,2022-12-30,2022-12-30,Religion,Mischief Under $5000,Bathurst Manor (34),NO
2023,2023-01-01,2023-01-01,Race/Ethnicity,Mischief Under $5000,Blake-Jones (69),NO
2023,2023-01-01,2023-01-01,Ethnicity,Assault,Bedford Park-Nortown (39),NO
2023,2023-01-02,2023-01-19,Religion,Mischief Under $5000,High Park-Swansea (87),NO
2023,2023-01-02,2023-01-02,Race/Ethnicity,Assault,North St.James Town (74),NO
2023,2023-01-03,2023-01-03,Religion,Mischief Under $5000,Rustic (28),NO
2023,2023-01-03,2023-01-03,Religion,Mischief Under $5000,Bathurst Manor (34),NO
2023,2023-01-14,2023-01-14,Sexual Orientation,Mischief Under $5000,Weston-Pelham Park (91),NO
2023,2023-01-15,2023-01-15,Religion,Mischief Under $5000,Lansing-Westgate (38),NO
2023,2023-01-17,2023-01-17,Religion,Mischief Under $5000,Greenwood-Coxwell (65),NO
2023,2023-01-18,2023-01-20,Religion,"Mischief To Religious Property, Educational Institutions, Etc.",Clanton Park (33),NO
2023,2023-01-18,2023-01-18,Religion,Assault,Church-Yonge Corridor (75),YES
2023,2023-01-27,2023-01-28,Ethnicity,Mischief Under $5000,Thorncliffe Park (55),NO
2023,2023-01-28,2023-01-28,Religion,Mischief Under $5000,Willowdale East (51),NO
2023,2023-01-28,2023-01-28,Race/Ethnicity,Mischief Under $5000,Regent Park (72),NO
2023,2023-01-29,2023-01-29,Race/Ethnicity,Assault,Waterfront Communities-The Island (77),YES
2023,2023-01-30,2023-07-19,Religion,Uttering Threats - Bodily Harm,Waterfront Communities-The Island (77),YES
2023,2023-02-03,2023-02-04,Religion,Mischief Under $5000,Little Portugal (84),NO
2023,2023-02-03,2023-02-03,Sexual Orientation,Mischief Under $5000,Rockcliffe-Smythe (111),NO
2023,2023-02-04,2023-02-05,Ethnicity,Theft,Markland Wood (12),NO
2023,2023-02-07,2023-02-07,Religion,Mischief Under $5000,Lansing-Westgate (38),NO
2023,2023-02-08,2023-02-08,Race/Ethnicity,Assault,East End-Danforth (62),YES
2023,2023-02-08,2023-02-09,Religion,Assault,NSA,NO
2023,2023-02-10,2023-02-12,Race/Ethnicity,Criminal Harassment,Wychwood (94),NO
2023,2023-02-11,2023-02-11,Ethnicity,Assault,Newtonbrook West (36),NO
2023,2023-02-12,2023-02-12,Race/Ethnicity,Assault With a Weapon,Playter Estates-Danforth (67),YES
2023,2023-02-12,2023-02-14,Religion,Mischief Under $5000,Lansing-Westgate (38),NO
2023,2023-02-13,2023-02-17,Race/Ethnicity,Mischief Under $5000,Weston (113),NO
2023,2023-02-13,2023-02-14,Race/Ethnicity,Mischief Under $5000,The Beaches (63),NO
2023,2023-02-15,2023-02-15,Religion,Mischief Under $5000,Downsview-Roding-CFB (26),NO
2023,2023-02-15,2023-03-22,Race/Ethnicity,Mischief Under $5000,Wexford/Maryvale (119),NO
2023,2023-02-18,2023-02-18,Race/Ethnicity,Assault With a Weapon,North St.James Town (74),YES
2023,2023-02-20,2023-02-20,Religion,Mischief Under $5000,Greenwood-Coxwell (65),YES
2023,2023-02-21,2023-02-21,Religion,Mischief Under $5000,Woburn (137),NO
2023,2023-02-23,2023-03-23,Religion,Harassing Communications,Bay Street Corridor (76),NO
2023,2023-02-25,2023-02-25,Race/Ethnicity,Mischief Under $5000,Bay Street Corridor (76),YES
2023,2023-03-01,2023-03-02,Religion,Mischief Under $5000,Runnymede-Bloor West Village (89),NO
2023,2023-03-01,2023-04-06,Ethnicity,Uttering Threats - Bodily Harm,Bendale (127),YES
2023,2023-03-03,2023-03-03,Race/Ethnicity,Assault,Islington-City Centre West (14),NO
2023,2023-03-06,2023-03-09,Race/Ethnicity,Assault,Rosedale-Moore Park (98),NO
2023,2023-03-09,2023-03-09,Religion,Assault With a Weapon,Clanton Park (33),YES
2023,2023-03-10,2023-03-10,Race/Ethnicity,Assault,Church-Yonge Corridor (75),YES
2023,2023-03-10,2023-03-20,Race/Ethnicity,Mischief Under $5000,Eringate-Centennial-West Deane (11),NO
2023,2023-03-10,2023-03-23,Religion,Mischief Under $5000,Runnymede-Bloor West Village (89),NO
2023,2023-03-12,2023-03-16,Sexual Orientation,Assault Causing Bodily Harm,High Park North (88),NO
2023,2023-03-13,2023-03-14,Religion,Mischief Under $5000,Clairlea-Birchmount (120),NO
2023,2023-03-14,2023-03-14,Sexual Orientation,Mischief Under $5000,Rosedale-Moore Park (98),NO
2023,2023-03-14,2023-03-14,Ethnicity,Assault,Church-Yonge Corridor (75),YES
2023,2023-03-16,2023-03-20,Race/Ethnicity,Harassing Communications,East End-Danforth (62),NO
2023,2023-03-19,2023-03-19,Ethnicity,Assault With a Weapon,Rockcliffe-Smythe (111),NO
2023,2023-03-20,2023-03-20,Ethnicity,Uttering Threats - Bodily Harm,North St.James Town (74),NO
2023,2023-03-21,2023-03-30,Race/Ethnicity,Assault,Waterfront Communities-The Island (77),NO
2023,2023-03-22,2023-03-23,Religion,Mischief Interfere With Property,Greenwood-Coxwell (65),NO
2023,2023-03-22,2023-03-22,Race/Ethnicity,Mischief Under $5000,Wexford/Maryvale (119),NO
2023,2023-03-24,2023-03-24,Race/Ethnicity,Assault,Newtonbrook West (36),NO
2023,2023-03-27,2023-03-29,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-03-28,2023-03-28,Religion,Mischief Under $5000,Runnymede-Bloor West Village (89),NO
2023,2023-03-29,2023-03-30,Religion,"Mischief To Religious Property, Educational Institutions, Etc.",Weston (113),NO
2023,2023-03-29,2023-03-30,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-03-30,2023-03-31,Sexual Orientation,Harassing Communications,Danforth (66),NO
2023,2023-03-31,2023-04-01,Ethnicity,Assault,Bay Street Corridor (76),NO
2023,2023-04-02,2023-04-02,Sexual Orientation,Mischief Under $5000,North St.James Town (74),NO
2023,2023-04-03,2023-04-04,Race/Ethnicity,Mischief Under $5000,Clanton Park (33),NO
2023,2023-04-03,2023-04-03,Gender,Mischief Under $5000,Henry Farm (53),NO
2023,2023-04-04,2023-04-04,Religion,Mischief Under $5000,Downsview-Roding-CFB (26),NO
2023,2023-04-05,2023-04-11,Race/Ethnicity,Mischief Under $5000,Lawrence Park South (103),NO
2023,2023-04-05,2023-04-05,Religion,Assault,Woburn (137),NO
2023,2023-04-05,2023-04-08,Religion,Mischief Under $5000,Don Valley Village (47),NO
2023,2023-04-05,2023-04-10,Religion,Criminal Harassment,Milliken (130),NO
2023,2023-04-06,2023-04-13,Religion,Dangerous Operation Motor Vehicle,Woburn (137),YES
2023,2023-04-06,2023-04-06,Religion,Criminal Harassment,Bendale (127),YES
2023,2023-04-06,2023-04-07,Religion,Assault With a Weapon,Bendale (127),NO
2023,2023-04-09,2023-04-10,Religion,Uttering Threats - Bodily Harm,Westminster-Branson (35),YES
2023,2023-04-10,2023-04-10,Race/Ethnicity,Mischief Under $5000,Glenfield-Jane Heights (25),NO
2023,2023-04-11,2023-04-11,Religion,Mischief Under $5000,Dovercourt-Wallace Emerson-Junction (93),NO
2023,2023-04-11,2023-04-11,Race/Ethnicity,Mischief Under $5000,West Humber-Clairville (1),NO
2023,2023-04-12,2023-04-15,Religion,Mischief Under $5000,Englemount-Lawrence (32),NO
2023,2023-04-13,2023-04-13,Race/Ethnicity,Mischief Under $5000,Little Portugal (84),NO
2023,2023-04-13,2023-04-15,Religion,Mischief Under $5000,Englemount-Lawrence (32),NO
2023,2023-04-14,2023-04-14,Sexual Orientation,Firearms Related Offence,Kennedy Park (124),NO
2023,2023-04-14,2023-04-14,Sexual Orientation,Mischief Under $5000,Don Valley Village (47),NO
2023,2023-04-14,2023-04-14,Race/Ethnicity,Assault With a Weapon,Cabbagetown-South St.James Town (71),YES
2023,2023-04-14,2023-04-14,Ethnicity,Assault With a Weapon,Willowdale East (51),YES
2023,2023-04-15,2023-04-15,Religion,Mischief Under $5000,Westminster-Branson (35),NO
2023,2023-04-17,2023-04-17,Race/Ethnicity,Mischief Under $5000,Willowdale West (37),NO
2023,2023-04-17,2023-04-19,Race/Ethnicity,Mischief Under $5000,Pleasant View (46),NO
2023,2023-04-18,2023-04-18,Religion,Mischief Under $5000,University (79),NO
2023,2023-04-18,2023-04-18,Race/Ethnicity,Disturbing Religious Worship Or Certain Meetings,Bay Street Corridor (76),NO
2023,2023-04-18,2023-04-19,Religion,Mischief Interfere With Property,Dovercourt-Wallace Emerson-Junction (93),NO
2023,2023-04-20,2023-04-25,Religion,Mischief Under $5000,Oakwood Village (107),NO
2023,2023-04-20,2023-04-20,Race/Ethnicity,Assault,Bendale (127),YES
2023,2023-04-20,2023-04-20,Race/Ethnicity,Assault,Bay Street Corridor (76),NO
2023,2023-04-21,2023-04-25,Religion,Mischief Under $5000,St.Andrew-Windfields (40),NO
2023,2023-04-22,2023-08-11,Ethnicity,Uttering Threats - Bodily Harm,East End-Danforth (62),NO
2023,2023-04-24,2023-04-24,Race/Ethnicity,Uttering Threats - Bodily Harm,New Toronto (18),NO
2023,2023-04-25,2023-04-25,Race/Ethnicity,Mischief Under $5000,Willowdale East (51),NO
2023,2023-04-26,2023-04-26,Sexual Orientation,Uttering Threats - Bodily Harm,Taylor-Massey (61),NO
2023,2023-04-27,2023-04-28,Religion,Mischief Under $5000,South Parkdale (85),NO
2023,2023-05-01,2023-05-01,Race/Ethnicity,Uttering Threats - Bodily Harm,Moss Park (73),YES
2023,2023-05-03,2023-05-03,Religion,Assault,Dovercourt-Wallace Emerson-Junction (93),YES
2023,2023-05-04,2023-05-05,Religion,Mischief Under $5000,Runnymede-Bloor West Village (89),NO
2023,2023-05-06,2023-05-11,Race/Ethnicity,Uttering Threats - Bodily Harm,Moss Park (73),NO
2023,2023-05-08,2023-05-08,Sexual Orientation,Uttering Threats - Bodily Harm,New Toronto (18),NO
2023,2023-05-09,2023-05-10,Religion,Mischief Under $5000,Clanton Park (33),NO
2023,2023-05-09,2023-05-15,Race/Ethnicity,Mischief Under $5000,Yorkdale-Glen Park (31),NO
2023,2023-05-10,2023-05-11,Sexual Orientation,Fail To Comply Probation,Church-Yonge Corridor (75),YES
2023,2023-05-13,2023-05-15,Religion,Assault,Forest Hill North (102),NO
2023,2023-05-14,2023-05-14,Religion,Criminal Harassment,Church-Yonge Corridor (75),YES
2023,2023-05-15,2023-05-16,Religion,Mischief Under $5000,Rouge (131),NO
2023,2023-05-16,2023-05-17,Religion,Mischief Under $5000,Runnymede-Bloor West Village (89),NO
2023,2023-05-16,2023-05-16,Race/Ethnicity,Mischief Under $5000,Oakridge (121),NO
2023,2023-05-17,2023-05-18,Religion,Harassing Communications,Bayview Village (52),NO
2023,2023-05-17,2023-05-17,Other,Assault,Runnymede-Bloor West Village (89),NO
2023,2023-05-18,2023-05-18,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-05-22,2023-05-22,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-05-22,2023-05-23,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-05-22,2023-06-07,Religion,Uttering Threats - Bodily Harm,Mount Pleasant West (104),NO
2023,2023-05-23,2023-05-23,Religion,Assault,East End-Danforth (62),NO
2023,2023-05-23,2023-05-28,Race/Ethnicity,Mischief Under $5000,Kensington-Chinatown (78),NO
2023,2023-05-24,2023-05-25,Religion,Mischief Under $5000,Bay Street Corridor (76),NO
2023,2023-05-25,2023-05-25,Race/Ethnicity,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2023,2023-05-25,2023-05-29,Race/Ethnicity,Harassing Communications,Mount Pleasant West (104),NO
2023,2023-05-26,2023-05-26,Sexual Orientation,Assault,Yorkdale-Glen Park (31),YES
2023,2023-05-26,2023-05-26,Religion,Wilful Promotion of Hatred,L'Amoreaux (117),NO
2023,2023-05-26,2023-05-26,Sexual Orientation,Assault,South Parkdale (85),NO
2023,2023-05-26,2023-05-29,Religion,Mischief Interfere With Property,Rouge (131),NO
2023,2023-06-01,2023-06-07,Religion,Mischief Under $5000,Wychwood (94),NO
2023,2023-06-02,2023-06-02,Sexual Orientation,Mischief Under $5000,Don Valley Village (47),NO
2023,2023-06-02,2023-06-02,Race/Ethnicity,Mischief Under $5000,Waterfront Communities-The Island (77),NO
2023,2023-06-02,2023-06-05,Sexual Orientation,Mischief Under $5000,Eringate-Centennial-West Deane (11),NO
2023,2023-06-03,2023-06-03,Race/Ethnicity,Uttering Threats - Bodily Harm,Bay Street Corridor (76),NO
2023,2023-06-03,2023-06-03,Sexual Orientation,Assault,Waterfront Communities-The Island (77),NO
2023,2023-06-03,2023-06-03,Sexual Orientation,Assault,Birchcliffe-Cliffside (122),NO
2023,2023-06-05,2023-06-05,Race/Ethnicity,Mischief Interfere With Property,Humbermede (22),NO
2023,2023-06-05,2023-06-23,Sexual Orientation,Mischief Under $5000,L'Amoreaux (117),NO
2023,2023-06-06,2023-06-06,Race/Ethnicity,Mischief Under $5000,Pelmo Park-Humberlea (23),NO
2023,2023-06-07,2023-06-07,Ethnicity,Assault,Kensington-Chinatown (78),NO
2023,2023-06-08,2023-06-08,Sexual Orientation,Mischief Under $5000,Leaside-Bennington (56),NO
2023,2023-06-08,2023-07-10,Race/Ethnicity,Assault With a Weapon,Downsview-Roding-CFB (26),YES
2023,2023-06-09,2023-06-13,Race/Ethnicity,Assault,Moss Park (73),YES
2023,2023-06-09,2023-06-16,Race/Ethnicity,Mischief Under $5000,Newtonbrook East (50),NO
2023,2023-06-10,2023-06-12,Sexual Orientation,Uttering Threats - Bodily Harm,Woodbine-Lumsden (60),YES
2023,2023-06-10,2023-06-24,Ethnicity,Assault,Dovercourt-Wallace Emerson-Junction (93),NO
2023,2023-06-11,2023-06-14,Race/Ethnicity,Uttering Threats - Bodily Harm,Lawrence Park South (103),NO
2023,2023-06-11,2023-06-11,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-06-11,2023-06-12,Gender,Uttering Threats - Bodily Harm,Kennedy Park (124),NO
2023,2023-06-12,2023-06-12,Sexual Orientation,Assault,York University Heights (27),NO
2023,2023-06-12,2023-06-12,Sexual Orientation,Harassing Communications,Annex (95),NO
2023,2023-06-13,2023-06-15,Sexual Orientation,Mischief Under $5000,Broadview North (57),NO
2023,2023-06-15,2023-06-15,Race/Ethnicity,Assault With a Weapon,Mount Pleasant East (99),YES
2023,2023-06-16,2023-06-16,Religion,Mischief Under $5000,Newtonbrook West (36),NO
2023,2023-06-16,2023-06-16,Race/Ethnicity,Assault,Wexford/Maryvale (119),NO
2023,2023-06-17,2023-06-18,Race/Ethnicity,Mischief Under $5000,Rockcliffe-Smythe (111),NO
2023,2023-06-18,2023-06-18,Race/Ethnicity,Assault,Rouge (131),NO
2023,2023-06-19,2023-06-19,Sexual Orientation,Criminal Harassment,Pelmo Park-Humberlea (23),NO
2023,2023-06-19,2023-06-19,Sexual Orientation,Mischief Under $5000,Yorkdale-Glen Park (31),NO
2023,2023-06-19,2023-06-19,Religion,Mischief Under $5000,Dovercourt-Wallace Emerson-Junction (93),NO
2023,2023-06-19,2023-06-20,Race/Ethnicity,Mischief Under $5000,Dovercourt-Wallace Emerson-Junction (93),NO
2023,2023-06-20,2023-06-20,Sexual Orientation,Criminal Harassment,Forest Hill South (101),NO
2023,2023-06-22,2023-06-23,Sexual Orientation,Assault,Stonegate-Queensway (16),NO
2023,2023-06-23,2023-06-23,Sexual Orientation,Wilful Promotion of Hatred,Bay Street Corridor (76),NO
2023,2023-06-23,2023-06-23,Race/Ethnicity,Assault,Clairlea-Birchmount (120),NO
2023,2023-06-23,2023-06-24,Sexual Orientation,Mischief Under $5000,The Beaches (63),YES
2023,2023-06-25,2023-06-25,Sexual Orientation,Theft,L'Amoreaux (117),NO
2023,2023-06-26,2023-06-27,Religion,Mischief Under $5000,Greenwood-Coxwell (65),NO
2023,2023-06-27,2023-06-28,Religion,Mischief Under $5000,Dovercourt-Wallace Emerson-Junction (93),NO
